2020-02-12 18:19:39.374 INFO  singlejartest.Main - Connecting...
2020-02-12 18:19:41.165 DEBUG com.dukascopy.api.impl.connect.AuthorizationClient - >> [https://login.dukascopy.com/authorization-1/demo/auth?munus=srp_api&passus=3&sermo=b28f9638-b5f2-45cc-8cdb-72070ee15dc9&versio=318.4.87&willPing=true&occasus_content_vulgate=0&putent_genus=0&occasus=true&platform=DDS3_JFOREXSDK&obsecro_id=b220ea9b-3b8e-48e1-a0a5-b46a8262d12d&srp_versio=1]
2020-02-12 18:19:42.037 DEBUG com.dukascopy.api.impl.connect.AuthorizationClient - << [{"occasus":"rO0ABXNyABRqYXZhLnV0aWwuUHJvcGVydGllczkS0HpwNj6YAgABTAAIZGVmYXVsdHN0ABZMamF2\r\nYS91dGlsL1Byb3BlcnRpZX...","authApiURLs":["d-ja-msk-10.dukascopy.com:10443","d-ja-gva-101-135-154.dukascopy.com:10443","d-ja-usa-e-96-4-a.dukascopy.com:10443","d-ja-sgn-04-a.dukascopy.com:10443","d-ja-jpn-102-100-c.dukascopy.com:10443","d-ja-hk-110-05.dukascopy.ch:10443","d-ja-hk-111-4.dukascopy.ch:10443"],"srp_versio":"1"}]
2020-02-12 18:19:42.053 INFO  com.dukascopy.api.impl.connect.AuthorizationClient - Auth step 3 response [ServerResponseObject [passwordServerResponse=Step3ServerResponse [serverResponse={"occasus":"rO0ABXNyABRqYXZhLnV0aWwuUHJvcGVydGllczkS0HpwNj6YAgABTAAIZGVmYXVsdHN0ABZMamF2\r\nYS91dGlsL1Byb3BlcnRpZX...","authApiURLs":["d-ja-msk-10.dukascopy.com:10443","d-ja-gva-101-135-154.dukascopy.com:10443","d-ja-usa-e-96-4-a.dukascopy.com:10443","d-ja-sgn-04-a.dukascopy.com:10443","d-ja-jpn-102-100-c.dukascopy.com:10443","d-ja-hk-110-05.dukascopy.ch:10443","d-ja-hk-111-4.dukascopy.ch:10443"],"srp_versio":"1"}], responseHeaderFields={Transfer-Encoding=[chunked], null=[HTTP/1.1 200], idle-session-ttl=[900000], CF-RAY=[563f8ad29ced908d-DME], Server=[cloudflare], Connection=[keep-alive], Client-Country=[RU], Pragma=[no-cache], Last-Modified=[Wed, 12 Feb 2020 15:19:41 GMT], Date=[Wed, 12 Feb 2020 15:19:41 GMT], CF-Cache-Status=[DYNAMIC], Cache-Control=[no-cache, must-revalidate, no-store, max-age=0], Access-Control-Allow-Credentials=[true], Client-IP=[91.194.227.231], Vary=[Accept-Encoding], Set-Cookie=[__cfduid=dcbb9688d7097261d5e8d5332fc07dfd11581520781; expires=Fri, 13-Mar-20 15:19:41 GMT; path=/; domain=.dukascopy.com; HttpOnly; SameSite=Lax], Expires=[Thu, 01 Jan 1970 00:00:00 GMT], Expect-CT=[max-age=604800, report-uri="https://report-uri.cloudflare.com/cdn-cgi/beacon/expect-ct"], Content-Type=[text/plain;charset=UTF-8]}]]
2020-02-12 18:19:42.324 INFO  com.dukascopy.api.impl.connect.AuthorizationClient - APIC: Ping API server URLs synchronously
2020-02-12 18:19:42.325 INFO  com.dukascopy.api.impl.connect.PingHelper - Selecting the best server...
2020-02-12 18:19:42.734 INFO  com.dukascopy.api.impl.connect.PingHelper - The ping start time=2020-02-12 18:19:42:734
2020-02-12 18:19:44.768 INFO  com.dukascopy.api.impl.connect.PingHelper - The ping end time=2020-02-12 18:19:44:768, the ping processing time=[2034]ms
2020-02-12 18:19:44.768 DEBUG com.dukascopy.api.impl.connect.PingHelper - Best api url [d-ja-hk-110-05.dukascopy.ch:10443] with time [231]
2020-02-12 18:19:44.771 INFO  com.dukascopy.dds2.greed.ping.ApiServerManager - APIC: The ping is finished, the fastest API server is saved: d-ja-hk-110-05.dukascopy.ch:10443 (231 ms)
2020-02-12 18:19:44.771 DEBUG com.dukascopy.api.impl.connect.TesterClientImpl - d-ja-hk-110-05.dukascopy.ch:10443@5e0cea3e159573bc8caf39f5b5257d346e5afd7f3cefb8b498f7e294420132f6
2020-02-12 18:19:44.779 INFO  com.dukascopy.dds2.greed.util.FilePathManager - WL info is unavailable. Use default App folder for Platform data:  C:\Users\g.vakhrushev\AppData\Local\JForex
2020-02-12 18:19:45.930 WARN  com.dukascopy.charts.data.datacache.FeedDataProvider - JStore is disabled for the current user
2020-02-12 18:19:45.952 DEBUG com.dukascopy.api.impl.connect.TesterClientImpl - UserAgent: {"clientType":"DDS3_JFOREXSDK","javaVersion":"11.0.1","jvmVersion":"11.0.1+13-LTS","clientVersion":"318.4.87","osName":"Windows 7"}
2020-02-12 18:19:50.222 INFO  com.dukascopy.dds2.greed.connection.GreedClientAuthorizationProvider - !!!:Thread[(NettyTransportClient-0) ClientConnector,5,main]
2020-02-12 18:19:50.227 INFO  com.dukascopy.dds4.transport.client.netty.ClientConnector - Authorize task in queue, server address [d-ja-hk-110-05.dukascopy.ch/13.75.115.155:10443], transport name [NettyTransportClient-0]
2020-02-12 18:19:50.250 DEBUG com.dukascopy.api.impl.connect.TesterClientImpl - Authorized
2020-02-12 18:19:50.271 INFO  com.dukascopy.api.instrument.subscribe.InstrumentManager - InstrumentManager created.
2020-02-12 18:19:50.839 WARN  com.dukascopy.api.impl.connect.WLabelData - White Label Image is not received
2020-02-12 18:19:50.840 INFO  singlejartest.Main - Connected
2020-02-12 18:19:50.840 INFO  singlejartest.Main - Subscribing instruments...
2020-02-12 18:19:50.844 INFO  singlejartest.Main - Downloading data
2020-02-12 18:19:50.858 INFO  com.dukascopy.charts.data.datacache.metadata.FeedMetadataManager - Loading first times for [EUR/USD]...
2020-02-12 18:19:51.093 INFO  com.dukascopy.charts.data.datacache.metadata.FeedMetadataManager - First times loaded {EUR/USD={Ticks=1052082000914, 1 Min=1052082000000, Hourly=1052082000000, Daily=99792000000}}
2020-02-12 18:19:51.122 INFO  singlejartest.Main - Starting strategy
2020-02-12 18:19:51.961 INFO  singlejartest.Main - Strategy started: 0
2020-02-12 18:19:51.962 INFO  singlejartest.Main - Getting prices before start time
2020-02-12 18:19:54.999 INFO  singlejartest.Main - Creating data loading threads
2020-02-12 18:19:55.184 INFO  singlejartest.Main - Getting prices before start time
2020-02-12 18:19:55.243 WARN  com.dukascopy.api.impl.connect.WLabelData - White Label Image is not received
2020-02-12 18:19:55.260 INFO  singlejartest.Main - Filling in-progress candles
2020-02-12 18:19:55.773 INFO  singlejartest.Main - Executing onStart
2020-02-12 18:19:55.776 INFO  singlejartest.Main - Running
2020-02-12 18:19:56.084 INFO  singlejartest.Main - Running, Sun 2020.02.09 00:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.092 INFO  singlejartest.Main - Running, Sun 2020.02.09 01:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.099 INFO  singlejartest.Main - Running, Sun 2020.02.09 01:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.105 INFO  singlejartest.Main - Running, Sun 2020.02.09 02:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.117 INFO  singlejartest.Main - Running, Sun 2020.02.09 02:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.123 INFO  singlejartest.Main - Running, Sun 2020.02.09 03:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.130 INFO  singlejartest.Main - Running, Sun 2020.02.09 03:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.135 INFO  singlejartest.Main - Running, Sun 2020.02.09 04:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.139 INFO  singlejartest.Main - Running, Sun 2020.02.09 04:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.143 INFO  singlejartest.Main - Running, Sun 2020.02.09 05:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.167 INFO  singlejartest.Main - Running, Sun 2020.02.09 05:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.169 INFO  singlejartest.Main - Running, Sun 2020.02.09 06:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.172 INFO  singlejartest.Main - Running, Sun 2020.02.09 06:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.174 INFO  singlejartest.Main - Running, Sun 2020.02.09 07:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.177 INFO  singlejartest.Main - Running, Sun 2020.02.09 07:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.179 INFO  singlejartest.Main - Running, Sun 2020.02.09 08:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.183 INFO  singlejartest.Main - Running, Sun 2020.02.09 08:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.185 INFO  singlejartest.Main - Running, Sun 2020.02.09 09:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.188 INFO  singlejartest.Main - Running, Sun 2020.02.09 09:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.191 INFO  singlejartest.Main - Running, Sun 2020.02.09 10:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.195 INFO  singlejartest.Main - Running, Sun 2020.02.09 10:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.198 INFO  singlejartest.Main - Running, Sun 2020.02.09 11:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.201 INFO  singlejartest.Main - Running, Sun 2020.02.09 11:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.204 INFO  singlejartest.Main - Running, Sun 2020.02.09 12:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.207 INFO  singlejartest.Main - Running, Sun 2020.02.09 12:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.211 INFO  singlejartest.Main - Running, Sun 2020.02.09 13:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.215 INFO  singlejartest.Main - Running, Sun 2020.02.09 13:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.218 INFO  singlejartest.Main - Running, Sun 2020.02.09 14:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.221 INFO  singlejartest.Main - Running, Sun 2020.02.09 14:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.224 INFO  singlejartest.Main - Running, Sun 2020.02.09 15:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.226 INFO  singlejartest.Main - Running, Sun 2020.02.09 15:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.229 INFO  singlejartest.Main - Running, Sun 2020.02.09 16:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.233 INFO  singlejartest.Main - Running, Sun 2020.02.09 16:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.235 INFO  singlejartest.Main - Running, Sun 2020.02.09 17:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.238 INFO  singlejartest.Main - Running, Sun 2020.02.09 17:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.240 INFO  singlejartest.Main - Running, Sun 2020.02.09 18:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.264 INFO  singlejartest.Main - Running, Sun 2020.02.09 18:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.265 INFO  singlejartest.Main - Running, Sun 2020.02.09 19:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.267 INFO  singlejartest.Main - Running, Sun 2020.02.09 19:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.268 INFO  singlejartest.Main - Running, Sun 2020.02.09 20:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.269 INFO  singlejartest.Main - Running, Sun 2020.02.09 20:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.270 INFO  singlejartest.Main - Running, Mon 2020.02.09 21:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.272 INFO  singlejartest.Main - Running, Mon 2020.02.09 21:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.528 INFO  singlejartest.Main - Running, Mon 2020.02.09 22:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.580 INFO  singlejartest.Main - Running, Mon 2020.02.09 22:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.628 INFO  singlejartest.Main - Running, Mon 2020.02.09 23:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.694 INFO  singlejartest.Main - Running, Mon 2020.02.09 23:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.742 INFO  singlejartest.Main - Running, Mon 2020.02.10 00:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.779 INFO  singlejartest.Main - Running, Mon 2020.02.10 00:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.803 INFO  singlejartest.Main - Running, Mon 2020.02.10 01:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.824 INFO  singlejartest.Main - Running, Mon 2020.02.10 01:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.872 INFO  singlejartest.Main - Running, Mon 2020.02.10 02:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.934 INFO  singlejartest.Main - Running, Mon 2020.02.10 02:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.971 INFO  singlejartest.Main - Running, Mon 2020.02.10 03:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:56.990 INFO  singlejartest.Main - Running, Mon 2020.02.10 03:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:57.011 INFO  singlejartest.Main - Running, Mon 2020.02.10 04:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:57.034 INFO  singlejartest.Main - Running, Mon 2020.02.10 04:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:57.084 INFO  singlejartest.Main - Running, Mon 2020.02.10 05:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:57.218 INFO  singlejartest.Main - Running, Mon 2020.02.10 05:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:57.236 INFO  singlejartest.Main - Running, Mon 2020.02.10 06:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:57.281 INFO  singlejartest.Main - Running, Mon 2020.02.10 06:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:57.305 INFO  singlejartest.Main - Running, Mon 2020.02.10 07:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:57.348 INFO  singlejartest.Main - Running, Mon 2020.02.10 07:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:57.452 INFO  singlejartest.Main - Running, Mon 2020.02.10 08:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:57.497 INFO  singlejartest.Main - Running, Mon 2020.02.10 08:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:57.558 INFO  singlejartest.Main - Running, Mon 2020.02.10 09:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:57.620 INFO  singlejartest.Main - Running, Mon 2020.02.10 09:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:57.649 INFO  singlejartest.Main - Running, Mon 2020.02.10 10:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:57.671 INFO  singlejartest.Main - Running, Mon 2020.02.10 10:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:57.699 INFO  singlejartest.Main - Running, Mon 2020.02.10 11:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:57.722 INFO  singlejartest.Main - Running, Mon 2020.02.10 11:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:57.747 INFO  singlejartest.Main - Running, Mon 2020.02.10 12:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:57.771 INFO  singlejartest.Main - Running, Mon 2020.02.10 12:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:57.810 INFO  singlejartest.Main - Running, Mon 2020.02.10 13:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:57.839 INFO  singlejartest.Main - Running, Mon 2020.02.10 13:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:57.884 INFO  singlejartest.Main - Running, Mon 2020.02.10 14:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:57.926 INFO  singlejartest.Main - Running, Mon 2020.02.10 14:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:57.966 INFO  singlejartest.Main - Running, Mon 2020.02.10 15:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:58.011 INFO  singlejartest.Main - Running, Mon 2020.02.10 15:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:58.050 INFO  singlejartest.Main - Running, Mon 2020.02.10 16:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:58.096 INFO  singlejartest.Main - Running, Mon 2020.02.10 16:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:58.150 INFO  singlejartest.Main - Running, Mon 2020.02.10 17:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:58.164 INFO  singlejartest.Main - Running, Mon 2020.02.10 17:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:58.188 INFO  singlejartest.Main - Running, Mon 2020.02.10 18:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:58.200 INFO  singlejartest.Main - Running, Mon 2020.02.10 18:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:58.247 INFO  singlejartest.Main - Running, Mon 2020.02.10 19:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:58.257 INFO  singlejartest.Main - Running, Mon 2020.02.10 19:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:58.350 INFO  singlejartest.Main - Running, Mon 2020.02.10 20:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:58.358 INFO  singlejartest.Main - Running, Mon 2020.02.10 20:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:58.385 INFO  singlejartest.Main - Running, Tue 2020.02.10 21:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:58.389 INFO  singlejartest.Main - Running, Tue 2020.02.10 21:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:58.399 INFO  singlejartest.Main - Running, Tue 2020.02.10 22:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:58.403 INFO  singlejartest.Main - Running, Tue 2020.02.10 22:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:58.428 INFO  singlejartest.Main - Running, Tue 2020.02.10 23:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:58.435 INFO  singlejartest.Main - Running, Tue 2020.02.10 23:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:58.442 INFO  singlejartest.Main - Running, Tue 2020.02.11 00:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:58.448 INFO  singlejartest.Main - Running, Tue 2020.02.11 00:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:58.464 INFO  singlejartest.Main - Running, Tue 2020.02.11 01:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:58.474 INFO  singlejartest.Main - Running, Tue 2020.02.11 01:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:58.489 INFO  singlejartest.Main - Running, Tue 2020.02.11 02:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:58.496 INFO  singlejartest.Main - Running, Tue 2020.02.11 02:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:58.538 INFO  singlejartest.Main - Running, Tue 2020.02.11 03:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:58.573 INFO  singlejartest.Main - Running, Tue 2020.02.11 03:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:58.582 INFO  singlejartest.Main - Running, Tue 2020.02.11 04:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:58.588 INFO  singlejartest.Main - Running, Tue 2020.02.11 04:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:58.602 INFO  singlejartest.Main - Running, Tue 2020.02.11 05:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:58.617 INFO  singlejartest.Main - Running, Tue 2020.02.11 05:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:58.632 INFO  singlejartest.Main - Running, Tue 2020.02.11 06:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:58.669 INFO  singlejartest.Main - Running, Tue 2020.02.11 06:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:58.703 INFO  singlejartest.Main - Running, Tue 2020.02.11 07:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:58.723 INFO  singlejartest.Main - Running, Tue 2020.02.11 07:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:58.743 INFO  singlejartest.Main - Running, Tue 2020.02.11 08:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:58.768 INFO  singlejartest.Main - Running, Tue 2020.02.11 08:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:58.792 INFO  singlejartest.Main - Running, Tue 2020.02.11 09:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:58.812 INFO  singlejartest.Main - Running, Tue 2020.02.11 09:30 Eq: 50,000.00 UoL: .00%
