2020-02-12 18:26:09.550 INFO  singlejartest.Main - Connecting...
2020-02-12 18:26:11.151 DEBUG com.dukascopy.api.impl.connect.AuthorizationClient - >> [https://login.dukascopy.com/authorization-1/demo/auth?munus=srp_api&passus=3&sermo=45fc4206-4dec-4336-9771-44e0e163476e&versio=318.4.87&willPing=true&occasus_content_vulgate=0&putent_genus=0&occasus=true&platform=DDS3_JFOREXSDK&obsecro_id=ae8d3387-36ff-443d-9569-904e9aab62dd&srp_versio=1]
2020-02-12 18:26:12.034 DEBUG com.dukascopy.api.impl.connect.AuthorizationClient - << [{"occasus":"rO0ABXNyABRqYXZhLnV0aWwuUHJvcGVydGllczkS0HpwNj6YAgABTAAIZGVmYXVsdHN0ABZMamF2\r\nYS91dGlsL1Byb3BlcnRpZX...","authApiURLs":["d-ja-msk-10.dukascopy.com:10443","d-ja-gva-121-130-118.dukascopy.com:10443","d-ja-usa-e-97-4-b.dukascopy.com:10443","d-ja-sgn-04-a.dukascopy.com:10443","d-ja-jpn-102-100-c.dukascopy.com:10443","d-ja-hk-110-05.dukascopy.ch:10443","d-ja-hk-111-4.dukascopy.ch:10443"],"srp_versio":"1"}]
2020-02-12 18:26:12.044 INFO  com.dukascopy.api.impl.connect.AuthorizationClient - Auth step 3 response [ServerResponseObject [passwordServerResponse=Step3ServerResponse [serverResponse={"occasus":"rO0ABXNyABRqYXZhLnV0aWwuUHJvcGVydGllczkS0HpwNj6YAgABTAAIZGVmYXVsdHN0ABZMamF2\r\nYS91dGlsL1Byb3BlcnRpZX...","authApiURLs":["d-ja-msk-10.dukascopy.com:10443","d-ja-gva-121-130-118.dukascopy.com:10443","d-ja-usa-e-97-4-b.dukascopy.com:10443","d-ja-sgn-04-a.dukascopy.com:10443","d-ja-jpn-102-100-c.dukascopy.com:10443","d-ja-hk-110-05.dukascopy.ch:10443","d-ja-hk-111-4.dukascopy.ch:10443"],"srp_versio":"1"}], responseHeaderFields={Transfer-Encoding=[chunked], null=[HTTP/1.1 200], idle-session-ttl=[900000], CF-RAY=[563f9457fbf08feb-DME], Server=[cloudflare], Connection=[keep-alive], Client-Country=[RU], Pragma=[no-cache], Last-Modified=[Wed, 12 Feb 2020 15:26:11 GMT], Date=[Wed, 12 Feb 2020 15:26:11 GMT], CF-Cache-Status=[DYNAMIC], Cache-Control=[no-cache, must-revalidate, no-store, max-age=0], Access-Control-Allow-Credentials=[true], Client-IP=[91.194.227.231], Vary=[Accept-Encoding], Set-Cookie=[__cfduid=dc3ee92e2a527eb37f92cc05b35d6381d1581521171; expires=Fri, 13-Mar-20 15:26:11 GMT; path=/; domain=.dukascopy.com; HttpOnly; SameSite=Lax], Expires=[Thu, 01 Jan 1970 00:00:00 GMT], Expect-CT=[max-age=604800, report-uri="https://report-uri.cloudflare.com/cdn-cgi/beacon/expect-ct"], Content-Type=[text/plain;charset=UTF-8]}]]
2020-02-12 18:26:12.207 INFO  com.dukascopy.api.impl.connect.AuthorizationClient - APIC: Ping API server URLs synchronously
2020-02-12 18:26:12.209 INFO  com.dukascopy.api.impl.connect.PingHelper - Selecting the best server...
2020-02-12 18:26:12.614 INFO  com.dukascopy.api.impl.connect.PingHelper - The ping start time=2020-02-12 18:26:12:614
2020-02-12 18:26:14.646 INFO  com.dukascopy.api.impl.connect.PingHelper - The ping end time=2020-02-12 18:26:14:646, the ping processing time=[2032]ms
2020-02-12 18:26:14.647 DEBUG com.dukascopy.api.impl.connect.PingHelper - Best api url [d-ja-hk-110-05.dukascopy.ch:10443] with time [228]
2020-02-12 18:26:14.650 INFO  com.dukascopy.dds2.greed.ping.ApiServerManager - APIC: The ping is finished, the fastest API server is saved: d-ja-hk-110-05.dukascopy.ch:10443 (228 ms)
2020-02-12 18:26:14.650 DEBUG com.dukascopy.api.impl.connect.TesterClientImpl - d-ja-hk-110-05.dukascopy.ch:10443@d35f0d4da6bec1a7e47be039960570ab8e99fe72246ffe5780cf8a8fc4769258
2020-02-12 18:26:14.667 INFO  com.dukascopy.dds2.greed.util.FilePathManager - WL info is unavailable. Use default App folder for Platform data:  C:\Users\g.vakhrushev\AppData\Local\JForex
2020-02-12 18:26:15.062 WARN  com.dukascopy.charts.data.datacache.FeedDataProvider - JStore is disabled for the current user
2020-02-12 18:26:15.075 DEBUG com.dukascopy.api.impl.connect.TesterClientImpl - UserAgent: {"clientType":"DDS3_JFOREXSDK","javaVersion":"11.0.1","jvmVersion":"11.0.1+13-LTS","clientVersion":"318.4.87","osName":"Windows 7"}
2020-02-12 18:26:18.676 INFO  com.dukascopy.dds2.greed.connection.GreedClientAuthorizationProvider - !!!:Thread[(NettyTransportClient-0) ClientConnector,5,main]
2020-02-12 18:26:18.679 INFO  com.dukascopy.dds4.transport.client.netty.ClientConnector - Authorize task in queue, server address [d-ja-hk-110-05.dukascopy.ch/13.75.115.155:10443], transport name [NettyTransportClient-0]
2020-02-12 18:26:18.680 DEBUG com.dukascopy.api.impl.connect.TesterClientImpl - Authorized
2020-02-12 18:26:18.688 INFO  com.dukascopy.api.instrument.subscribe.InstrumentManager - InstrumentManager created.
2020-02-12 18:26:19.010 WARN  com.dukascopy.api.impl.connect.WLabelData - White Label Image is not received
2020-02-12 18:26:19.010 INFO  singlejartest.Main - Connected
2020-02-12 18:26:19.011 INFO  singlejartest.Main - Subscribing instruments...
2020-02-12 18:26:19.012 INFO  singlejartest.Main - Downloading data
2020-02-12 18:26:19.025 INFO  com.dukascopy.charts.data.datacache.metadata.FeedMetadataManager - Loading first times for [EUR/USD]...
2020-02-12 18:26:19.262 INFO  com.dukascopy.charts.data.datacache.metadata.FeedMetadataManager - First times loaded {EUR/USD={Ticks=1052082000914, 1 Min=1052082000000, Hourly=1052082000000, Daily=99792000000}}
2020-02-12 18:26:19.290 INFO  singlejartest.Main - Starting strategy
2020-02-12 18:26:19.391 INFO  singlejartest.Main - Strategy started: 0
2020-02-12 18:26:19.392 INFO  singlejartest.Main - Getting prices before start time
2020-02-12 18:26:20.067 INFO  singlejartest.Main - Creating data loading threads
2020-02-12 18:26:20.158 INFO  singlejartest.Main - Getting prices before start time
2020-02-12 18:26:20.204 WARN  com.dukascopy.api.impl.connect.WLabelData - White Label Image is not received
2020-02-12 18:26:20.216 INFO  singlejartest.Main - Filling in-progress candles
2020-02-12 18:26:20.737 INFO  singlejartest.Main - Executing onStart
2020-02-12 18:26:20.739 INFO  singlejartest.Main - Running
2020-02-12 18:26:20.957 INFO  singlejartest.Main - Running, Sun 2020.02.09 00:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:20.964 INFO  singlejartest.Main - Running, Sun 2020.02.09 01:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:20.968 INFO  singlejartest.Main - Running, Sun 2020.02.09 01:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:20.971 INFO  singlejartest.Main - Running, Sun 2020.02.09 02:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:20.975 INFO  singlejartest.Main - Running, Sun 2020.02.09 02:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:20.978 INFO  singlejartest.Main - Running, Sun 2020.02.09 03:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:20.982 INFO  singlejartest.Main - Running, Sun 2020.02.09 03:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:20.984 INFO  singlejartest.Main - Running, Sun 2020.02.09 04:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:20.988 INFO  singlejartest.Main - Running, Sun 2020.02.09 04:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:20.991 INFO  singlejartest.Main - Running, Sun 2020.02.09 05:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:20.994 INFO  singlejartest.Main - Running, Sun 2020.02.09 05:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:20.996 INFO  singlejartest.Main - Running, Sun 2020.02.09 06:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:20.999 INFO  singlejartest.Main - Running, Sun 2020.02.09 06:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.002 INFO  singlejartest.Main - Running, Sun 2020.02.09 07:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.005 INFO  singlejartest.Main - Running, Sun 2020.02.09 07:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.008 INFO  singlejartest.Main - Running, Sun 2020.02.09 08:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.010 INFO  singlejartest.Main - Running, Sun 2020.02.09 08:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.012 INFO  singlejartest.Main - Running, Sun 2020.02.09 09:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.014 INFO  singlejartest.Main - Running, Sun 2020.02.09 09:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.016 INFO  singlejartest.Main - Running, Sun 2020.02.09 10:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.020 INFO  singlejartest.Main - Running, Sun 2020.02.09 10:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.024 INFO  singlejartest.Main - Running, Sun 2020.02.09 11:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.027 INFO  singlejartest.Main - Running, Sun 2020.02.09 11:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.029 INFO  singlejartest.Main - Running, Sun 2020.02.09 12:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.032 INFO  singlejartest.Main - Running, Sun 2020.02.09 12:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.035 INFO  singlejartest.Main - Running, Sun 2020.02.09 13:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.038 INFO  singlejartest.Main - Running, Sun 2020.02.09 13:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.041 INFO  singlejartest.Main - Running, Sun 2020.02.09 14:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.044 INFO  singlejartest.Main - Running, Sun 2020.02.09 14:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.048 INFO  singlejartest.Main - Running, Sun 2020.02.09 15:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.050 INFO  singlejartest.Main - Running, Sun 2020.02.09 15:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.053 INFO  singlejartest.Main - Running, Sun 2020.02.09 16:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.056 INFO  singlejartest.Main - Running, Sun 2020.02.09 16:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.058 INFO  singlejartest.Main - Running, Sun 2020.02.09 17:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.061 INFO  singlejartest.Main - Running, Sun 2020.02.09 17:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.064 INFO  singlejartest.Main - Running, Sun 2020.02.09 18:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.065 INFO  singlejartest.Main - Running, Sun 2020.02.09 18:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.067 INFO  singlejartest.Main - Running, Sun 2020.02.09 19:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.068 INFO  singlejartest.Main - Running, Sun 2020.02.09 19:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.070 INFO  singlejartest.Main - Running, Sun 2020.02.09 20:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.072 INFO  singlejartest.Main - Running, Sun 2020.02.09 20:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.073 INFO  singlejartest.Main - Running, Mon 2020.02.09 21:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.074 INFO  singlejartest.Main - Running, Mon 2020.02.09 21:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.338 INFO  singlejartest.Main - Running, Mon 2020.02.09 22:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.397 INFO  singlejartest.Main - Running, Mon 2020.02.09 22:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.452 INFO  singlejartest.Main - Running, Mon 2020.02.09 23:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.497 INFO  singlejartest.Main - Running, Mon 2020.02.09 23:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.583 INFO  singlejartest.Main - Running, Mon 2020.02.10 00:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.617 INFO  singlejartest.Main - Running, Mon 2020.02.10 00:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.655 INFO  singlejartest.Main - Running, Mon 2020.02.10 01:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.675 INFO  singlejartest.Main - Running, Mon 2020.02.10 01:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.713 INFO  singlejartest.Main - Running, Mon 2020.02.10 02:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.744 INFO  singlejartest.Main - Running, Mon 2020.02.10 02:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.772 INFO  singlejartest.Main - Running, Mon 2020.02.10 03:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.793 INFO  singlejartest.Main - Running, Mon 2020.02.10 03:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.814 INFO  singlejartest.Main - Running, Mon 2020.02.10 04:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.828 INFO  singlejartest.Main - Running, Mon 2020.02.10 04:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.844 INFO  singlejartest.Main - Running, Mon 2020.02.10 05:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.857 INFO  singlejartest.Main - Running, Mon 2020.02.10 05:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.891 INFO  singlejartest.Main - Running, Mon 2020.02.10 06:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.915 INFO  singlejartest.Main - Running, Mon 2020.02.10 06:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.957 INFO  singlejartest.Main - Running, Mon 2020.02.10 07:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:21.994 INFO  singlejartest.Main - Running, Mon 2020.02.10 07:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:22.040 INFO  singlejartest.Main - Running, Mon 2020.02.10 08:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:22.080 INFO  singlejartest.Main - Running, Mon 2020.02.10 08:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:22.119 INFO  singlejartest.Main - Running, Mon 2020.02.10 09:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:22.147 INFO  singlejartest.Main - Running, Mon 2020.02.10 09:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:22.182 INFO  singlejartest.Main - Running, Mon 2020.02.10 10:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:22.204 INFO  singlejartest.Main - Running, Mon 2020.02.10 10:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:22.230 INFO  singlejartest.Main - Running, Mon 2020.02.10 11:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:22.253 INFO  singlejartest.Main - Running, Mon 2020.02.10 11:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:22.277 INFO  singlejartest.Main - Running, Mon 2020.02.10 12:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:22.311 INFO  singlejartest.Main - Running, Mon 2020.02.10 12:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:22.357 INFO  singlejartest.Main - Running, Mon 2020.02.10 13:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:22.392 INFO  singlejartest.Main - Running, Mon 2020.02.10 13:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:22.435 INFO  singlejartest.Main - Running, Mon 2020.02.10 14:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:22.470 INFO  singlejartest.Main - Running, Mon 2020.02.10 14:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:22.519 INFO  singlejartest.Main - Running, Mon 2020.02.10 15:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:22.551 INFO  singlejartest.Main - Running, Mon 2020.02.10 15:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:22.612 INFO  singlejartest.Main - Running, Mon 2020.02.10 16:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:22.636 INFO  singlejartest.Main - Running, Mon 2020.02.10 16:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:22.658 INFO  singlejartest.Main - Running, Mon 2020.02.10 17:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:22.684 INFO  singlejartest.Main - Running, Mon 2020.02.10 17:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:22.701 INFO  singlejartest.Main - Running, Mon 2020.02.10 18:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:22.715 INFO  singlejartest.Main - Running, Mon 2020.02.10 18:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:22.726 INFO  singlejartest.Main - Running, Mon 2020.02.10 19:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:22.740 INFO  singlejartest.Main - Running, Mon 2020.02.10 19:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:22.748 INFO  singlejartest.Main - Running, Mon 2020.02.10 20:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:22.756 INFO  singlejartest.Main - Running, Mon 2020.02.10 20:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:22.769 INFO  singlejartest.Main - Running, Tue 2020.02.10 21:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:22.775 INFO  singlejartest.Main - Running, Tue 2020.02.10 21:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:22.783 INFO  singlejartest.Main - Running, Tue 2020.02.10 22:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:22.787 INFO  singlejartest.Main - Running, Tue 2020.02.10 22:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:22.802 INFO  singlejartest.Main - Running, Tue 2020.02.10 23:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:22.813 INFO  singlejartest.Main - Running, Tue 2020.02.10 23:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:22.819 INFO  singlejartest.Main - Running, Tue 2020.02.11 00:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:22.826 INFO  singlejartest.Main - Running, Tue 2020.02.11 00:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:22.844 INFO  singlejartest.Main - Running, Tue 2020.02.11 01:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:22.853 INFO  singlejartest.Main - Running, Tue 2020.02.11 01:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:22.866 INFO  singlejartest.Main - Running, Tue 2020.02.11 02:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:22.874 INFO  singlejartest.Main - Running, Tue 2020.02.11 02:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:22.883 INFO  singlejartest.Main - Running, Tue 2020.02.11 03:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:22.892 INFO  singlejartest.Main - Running, Tue 2020.02.11 03:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:22.900 INFO  singlejartest.Main - Running, Tue 2020.02.11 04:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:22.912 INFO  singlejartest.Main - Running, Tue 2020.02.11 04:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:22.920 INFO  singlejartest.Main - Running, Tue 2020.02.11 05:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:22.929 INFO  singlejartest.Main - Running, Tue 2020.02.11 05:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:22.946 INFO  singlejartest.Main - Running, Tue 2020.02.11 06:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:22.957 INFO  singlejartest.Main - Running, Tue 2020.02.11 06:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:22.976 INFO  singlejartest.Main - Running, Tue 2020.02.11 07:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:22.995 INFO  singlejartest.Main - Running, Tue 2020.02.11 07:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:23.016 INFO  singlejartest.Main - Running, Tue 2020.02.11 08:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:23.043 INFO  singlejartest.Main - Running, Tue 2020.02.11 08:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:23.066 INFO  singlejartest.Main - Running, Tue 2020.02.11 09:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:23.084 INFO  singlejartest.Main - Running, Tue 2020.02.11 09:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:23.105 INFO  singlejartest.Main - Running, Tue 2020.02.11 10:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:23.120 INFO  singlejartest.Main - Running, Tue 2020.02.11 10:30 Eq: 50,000.00 UoL: .00%
